,Unnamed: 0,id,SMILES_x,SMILES_y,smiles
1875,1875,6923,[H]C([H])([H])SC1([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])C1([H])[H],,[H]C([H])([H])SC1([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])C1([H])[H]
1876,1876,6924,[H]C([H])([H])SC1([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])C1([H])[H],,[H]C([H])([H])SC1([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])C1([H])[H]
1877,1877,6925,[H]C([H])([H])S(=O)C1([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])C1([H])[H],,[H]C([H])([H])S(=O)C1([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])C1([H])[H]
1878,1878,6929,[H]C([H])=C(OC([H])([H])[H])C([H])([H])C1(c2c([H])c([H])c([H])c([H])c2[H])N([H])C([H])([H])C([H])([H])C1([H])[H],,[H]C([H])=C(OC([H])([H])[H])C([H])([H])C1(c2c([H])c([H])c([H])c([H])c2[H])N([H])C([H])([H])C([H])([H])C1([H])[H]
1879,1879,6933,[H]c1c([H])c([H])c2c(c1[H])N([H])C([H])([H])C1([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])N([H])C21[H],,[H]c1c([H])c([H])c2c(c1[H])N([H])C([H])([H])C1([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])N([H])C21[H]
1880,1880,6935,[H]C1=C([H])C([H])(C([H])([H])OC(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)C([H])([H])C([H])([H])C1([H])[H],,[H]C1=C([H])C([H])(C([H])([H])OC(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)C([H])([H])C([H])([H])C1([H])[H]
1881,1881,6936,[H]OC([H])([H])C1([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N1[H],,[H]OC([H])([H])C1([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N1[H]
1882,1882,6938,[H]OC([H])([H])C1([H])OC2(n3c([H])c([H])c(N([H])[H])nc3=O)C([H])([H])OC1([H])C2([H])[H],,[H]OC([H])([H])C1([H])OC2(n3c([H])c([H])c(N([H])[H])nc3=O)C([H])([H])OC1([H])C2([H])[H]
1883,1883,6939,[H]OC([H])([H])C1([H])OC2(n3c([H])c([H])c(=O)n([H])c3=O)C([H])([H])OC1([H])C2([H])[H],,[H]OC([H])([H])C1([H])OC2(n3c([H])c([H])c(=O)n([H])c3=O)C([H])([H])OC1([H])C2([H])[H]
1884,1884,6940,[H]C([H])(C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,[H]C([H])(C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
1885,1885,6941,[H]C([H])(C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],,[H]C([H])(C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
1886,1886,6942,[H]C([H])(C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N1C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],,[H]C([H])(C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N1C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H]
1887,1887,6943,[H]C([H])(C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],,[H]C([H])(C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H]
1888,1888,6944,[H]C([H])(C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],,[H]C([H])(C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H]
1889,1889,6945,[H]C([H])([H])C1(C([H])([H])[H])C#CC#CC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C#CC#CC1(C([H])([H])[H])C([H])([H])[H],,[H]C([H])([H])C1(C([H])([H])[H])C#CC#CC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C#CC#CC1(C([H])([H])[H])C([H])([H])[H]
1890,1890,6946,[H]C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])OC([H])(C([H])([H])C#N)C([H])([H])C#N,,[H]C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])OC([H])(C([H])([H])C#N)C([H])([H])C#N
1891,1891,6947,[H]c1c([H])c([H])c(C(=O)OC([H])(C([H])([H])C#N)C([H])([H])C(=O)OC([H])([H])[H])c([H])c1[H],,[H]c1c([H])c([H])c(C(=O)OC([H])(C([H])([H])C#N)C([H])([H])C(=O)OC([H])([H])[H])c([H])c1[H]
1892,1892,6948,[H]OC1(C([H])=C([H])[H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],,[H]OC1(C([H])=C([H])[H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H]
1893,1893,6949,[H]OC12C([H])([H])c3c([H])c([H])c([H])c([H])c3C(=O)C1([H])C([H])([H])C([H])([H])C2([H])[H],,[H]OC12C([H])([H])c3c([H])c([H])c([H])c([H])c3C(=O)C1([H])C([H])([H])C([H])([H])C2([H])[H]
1894,1894,6950,[H]OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C#CC([H])([H])[H])Sc1c([H])c([H])c([H])c([H])c1[H],,[H]OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C#CC([H])([H])[H])Sc1c([H])c([H])c([H])c([H])c1[H]
1895,1895,6952,[H]OC([H])(C([H])([H])[H])C([H])([H])C1(C#CC([H])([H])C([H])([H])[H])SC([H])([H])C([H])([H])C([H])([H])S1,,[H]OC([H])(C([H])([H])[H])C([H])([H])C1(C#CC([H])([H])C([H])([H])[H])SC([H])([H])C([H])([H])C([H])([H])S1
1896,1896,6953,[H]Oc1c([H])c([H])c([N+](=O)[O-])c([H])c1C([H])([H])O[H],,[H]Oc1c([H])c([H])c([N+](=O)[O-])c([H])c1C([H])([H])O[H]
1897,1897,6954,[H]OC([H])(C([H])([H])[H])C([H])([H])C(C#CC([H])([H])C([H])([H])[H])(SC([H])([H])C([H])([H])[H])SC([H])([H])C([H])([H])[H],,[H]OC([H])(C([H])([H])[H])C([H])([H])C(C#CC([H])([H])C([H])([H])[H])(SC([H])([H])C([H])([H])[H])SC([H])([H])C([H])([H])[H]
1898,1898,6955,[H]OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1(C([H])=C([H])OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])SC([H])([H])C([H])([H])C([H])([H])S1,,[H]OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1(C([H])=C([H])OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])SC([H])([H])C([H])([H])C([H])([H])S1
1899,1899,6956,[H]OC([H])(C([H])([H])[H])C([H])([H])C(=O)C#CC([H])([H])C([H])([H])[H],,[H]OC([H])(C([H])([H])[H])C([H])([H])C(=O)C#CC([H])([H])C([H])([H])[H]
1900,1900,6957,[H]C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])C([H])([H])[H],,[H]C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])C([H])([H])[H]
1901,1901,6958,[H]C1([H])C([H])([H])C([H])(C#N)C1([H])[H],,[H]C1([H])C([H])([H])C([H])(C#N)C1([H])[H]
1902,1902,6959,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])C1([H])[H],,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])C1([H])[H]
1903,1903,6960,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([N+](=O)[O-])C([H])([H])C1([H])[H],,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([N+](=O)[O-])C([H])([H])C1([H])[H]
1904,1904,6961,[H]C([H])([H])C1(C#N)C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],,[H]C([H])([H])C1(C#N)C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H]
1905,1905,6962,[H]C([H])([H])C1(C#N)C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],,[H]C([H])([H])C1(C#N)C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H]
1906,1906,6963,[H]C([H])([H])C1([N+](=O)[O-])C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],,[H]C([H])([H])C1([N+](=O)[O-])C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H]
1907,1907,6964,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([N+](=O)[O-])C([H])([H])C1([H])[H],,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([N+](=O)[O-])C([H])([H])C1([H])[H]
1908,1908,6965,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])C1([H])[H],,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])C1([H])[H]
1909,1909,6966,[H]C1([H])C([H])([H])C2([H])C([H])([H])C1([H])C([H])([H])C2([H])[N+](=O)[O-],,[H]C1([H])C([H])([H])C2([H])C([H])([H])C1([H])C([H])([H])C2([H])[N+](=O)[O-]
1910,1910,6967,[H]C1([H])C([H])([H])C2([N+](=O)[O-])C([H])([H])C([H])([H])C1([H])C2([H])[H],,[H]C1([H])C([H])([H])C2([N+](=O)[O-])C([H])([H])C([H])([H])C1([H])C2([H])[H]
1911,1911,6968,[H]C1([H])C([H])([H])C2(C#N)C([H])([H])C([H])([H])C1([H])C2([H])[H],,[H]C1([H])C([H])([H])C2(C#N)C([H])([H])C([H])([H])C1([H])C2([H])[H]
1912,1912,6969,[H]C1([H])C([H])([H])C2(C#N)C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])[H],,[H]C1([H])C([H])([H])C2(C#N)C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])[H]
1913,1913,6972,[H]c1c([H])c([H])c(C(Cl)(Cl)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],,[H]c1c([H])c([H])c(C(Cl)(Cl)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
1914,1914,6973,[H]c1c([H])c([H])c(C([H])(Cl)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],,[H]c1c([H])c([H])c(C([H])(Cl)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
1915,1915,6974,[H]c1c([H])c([H])c(C(OC([H])([H])C([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],,[H]c1c([H])c([H])c(C(OC([H])([H])C([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
1916,1916,6975,[H]c1c([H])c([H])c(C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],,[H]c1c([H])c([H])c(C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
1917,1917,6983,[H]C1=C([H])C([H])=C([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],,[H]C1=C([H])C([H])=C([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H]
1918,1918,6985,[H]C#CC([H])(N=[N+]=[N-])C([H])([H])[H],,[H]C#CC([H])(N=[N+]=[N-])C([H])([H])[H]
1919,1919,6986,[H]C#CC([H])([H])N(C([H])([H])[H])C([H])([H])[H],,[H]C#CC([H])([H])N(C([H])([H])[H])C([H])([H])[H]
1920,1920,6990,[H]C#Cc1c([H])c([H])c(Cl)c([H])c1N([H])[H],,[H]C#Cc1c([H])c([H])c(Cl)c([H])c1N([H])[H]
1921,1921,6991,[H]OC([H])([H])C#Cc1c([H])c([H])c([H])c2nnn(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c12,,[H]OC([H])([H])C#Cc1c([H])c([H])c([H])c2nnn(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c12
1922,1922,6992,[H]OC([H])(C#Cc1c([H])c([H])c([H])c2nnn(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c12)C([H])([H])C([H])([H])[H],,[H]OC([H])(C#Cc1c([H])c([H])c([H])c2nnn(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c12)C([H])([H])C([H])([H])[H]
1923,1923,6993,[H]c1c([H])c(C#N)c([H])c([N+](=O)[O-])c1[H],,[H]c1c([H])c(C#N)c([H])c([N+](=O)[O-])c1[H]
1924,1924,6995,[H]C([H])([H])C([H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(C#N)(C([H])([H])[H])C([H])([H])[H],,[H]C([H])([H])C([H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(C#N)(C([H])([H])[H])C([H])([H])[H]
1925,1925,6997,[H]C([H])([H])C([H])(C#N)C(C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],,[H]C([H])([H])C([H])(C#N)C(C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
1926,1926,6998,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C#N)C([H])(C([H])([H])[H])C([H])([H])[H],,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C#N)C([H])(C([H])([H])[H])C([H])([H])[H]
1927,1927,7002,[H]Oc1c([H])c([H])c(O[H])c(C#CC(=C([H])[H])C([H])([H])C([H])([H])C([H])(O[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])c1[H],,[H]Oc1c([H])c([H])c(O[H])c(C#CC(=C([H])[H])C([H])([H])C([H])([H])C([H])(O[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])c1[H]
1928,1928,7003,[H]OC1=C2C(=O)OC([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])C([H])([H])C([H])([H])C1([H])[H],,[H]OC1=C2C(=O)OC([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])C([H])([H])C([H])([H])C1([H])[H]
1929,1929,7004,[H]OC([H])([H])C1([H])OC([H])(n2c(SC([H])([H])[H])nc(=O)c([H])c2[H])C([H])(O[H])C1([H])O[H],,[H]OC([H])([H])C1([H])OC([H])(n2c(SC([H])([H])[H])nc(=O)c([H])c2[H])C([H])(O[H])C1([H])O[H]
1930,1930,7005,[H]OC([H])([H])C1([H])OC([H])(n2c(SC([H])([H])[H])nc(=O)c(C([H])([H])[H])c2[H])C([H])(O[H])C1([H])O[H],,[H]OC([H])([H])C1([H])OC([H])(n2c(SC([H])([H])[H])nc(=O)c(C([H])([H])[H])c2[H])C([H])(O[H])C1([H])O[H]
1931,1931,7006,[H]OC([H])([H])C1([H])OC([H])(n2c(SC([H])([H])C([H])([H])[H])nc(=O)c(OC([H])([H])[H])c2[H])C([H])(O[H])C1([H])O[H],,[H]OC([H])([H])C1([H])OC([H])(n2c(SC([H])([H])C([H])([H])[H])nc(=O)c(OC([H])([H])[H])c2[H])C([H])(O[H])C1([H])O[H]
1933,1933,7008,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
1934,1934,7013,[H]C(=C=C(S(=O)OC([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],,[H]C(=C=C(S(=O)OC([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
1935,1935,7014,[H]C(=C=C([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)OC([H])([H])[H],,[H]C(=C=C([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)OC([H])([H])[H]
1936,1936,7015,[H]C1=C(C([H])([H])[H])C2([H])C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C2([H])C([H])([H])C1([H])[H],,[H]C1=C(C([H])([H])[H])C2([H])C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C2([H])C([H])([H])C1([H])[H]
1937,1937,7016,[H]C([H])([H])C1=C2C([H])(C([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C1([H])[H],,[H]C([H])([H])C1=C2C([H])(C([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C1([H])[H]
1938,1938,7018,[H]C([H])=C1C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,[H]C([H])=C1C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
1939,1939,7019,[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])OC(=O)C([H])([H])C1([H])[H],,[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])OC(=O)C([H])([H])C1([H])[H]
1940,1940,7024,[H]C([H])=C(C([H])([H])[H])C([H])([H])C1([H])C(=O)OC(=O)C1([H])[H],,[H]C([H])=C(C([H])([H])[H])C([H])([H])C1([H])C(=O)OC(=O)C1([H])[H]
1941,1941,7026,[H]C([H])([H])C1([H])OC([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OC(=O)C1([H])[H],,[H]C([H])([H])C1([H])OC([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OC(=O)C1([H])[H]
1942,1942,7027,[H]OC([H])(C(=O)OC([H])([H])C([H])([H])[H])C1([H])OC(C([H])([H])[H])(C([H])([H])[H])OC1([H])[H],,[H]OC([H])(C(=O)OC([H])([H])C([H])([H])[H])C1([H])OC(C([H])([H])[H])(C([H])([H])[H])OC1([H])[H]
1943,1943,7029,[H]OC1([H])c2c([H])nc([H])n2C([H])([H])C([H])(O[H])C1([H])O[H],,[H]OC1([H])c2c([H])nc([H])n2C([H])([H])C([H])(O[H])C1([H])O[H]
1944,1944,7031,[H]c1c([H])c2c(c([H])c1F)C([H])([H])C([H])([H])SC2([H])[H],,[H]c1c([H])c2c(c([H])c1F)C([H])([H])C([H])([H])SC2([H])[H]
1945,1945,7032,[H]c1c([H])c2c(c([H])c1F)C([H])([H])SC([H])([H])C2([H])[H],,[H]c1c([H])c2c(c([H])c1F)C([H])([H])SC([H])([H])C2([H])[H]
1946,1946,7033,[H]c1c([H])c2c(c([H])c1F)C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H],,[H]c1c([H])c2c(c([H])c1F)C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H]
1947,1947,7034,[H]c1c([H])c2c(c([H])c1F)C([H])([H])S(=O)(=O)C([H])([H])C2([H])[H],,[H]c1c([H])c2c(c([H])c1F)C([H])([H])S(=O)(=O)C([H])([H])C2([H])[H]
1948,1948,7035,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H],,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H]
1949,1949,7036,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])C(F)(F)C2([H])[H],,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])C(F)(F)C2([H])[H]
1950,1950,7037,[H]C#CC(=C([H])[H])C([H])([H])C([H])([H])C([H])([H])O[H],,[H]C#CC(=C([H])[H])C([H])([H])C([H])([H])C([H])([H])O[H]
1951,1951,7040,[H]C([H])([H])SC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])F,,[H]C([H])([H])SC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])F
1952,1952,7042,[H]C#CC(=C([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,[H]C#CC(=C([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
1953,1953,7043,[H]C#CC(=C([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],,[H]C#CC(=C([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
1954,1954,7044,[H]C#CC(=C([H])[H])C([H])([H])C([H])([H])C([H])(O[H])c1c([H])c([H])c([H])c([H])c1[H],,[H]C#CC(=C([H])[H])C([H])([H])C([H])([H])C([H])(O[H])c1c([H])c([H])c([H])c([H])c1[H]
1955,1955,7045,[H]c1nc2c([H])c([H])oc2c([H])c1[H],,[H]c1nc2c([H])c([H])oc2c([H])c1[H]
1956,1956,7047,[H]c1c([H])c(C(OC([H])([H])[H])(OC([H])([H])[H])C(=O)OC([H])([H])[H])c([H])c([H])c1F,,[H]c1c([H])c(C(OC([H])([H])[H])(OC([H])([H])[H])C(=O)OC([H])([H])[H])c([H])c([H])c1F
1957,1957,7048,[H]C([H])([H])C([H])([H])OC(=O)C([H])([N+](=O)[O-])C([H])([H])[H],,[H]C([H])([H])C([H])([H])OC(=O)C([H])([N+](=O)[O-])C([H])([H])[H]
1958,1958,7051,[H]C([H])([H])C1=C2C(=O)C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([N+](=O)[O-])C([H])([H])C1([H])[H],,[H]C([H])([H])C1=C2C(=O)C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([N+](=O)[O-])C([H])([H])C1([H])[H]
1959,1959,7052,[H]ON=C1C([H])([H])C([H])([H])C([H])([H])C([H])([N+](=O)[O-])C1(O[H])C([H])([H])[H],,[H]ON=C1C([H])([H])C([H])([H])C([H])([H])C([H])([N+](=O)[O-])C1(O[H])C([H])([H])[H]
1960,1960,7056,[H]C(C(=O)OC([H])([H])[H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(c1c([H])c([H])c2c(c1[H])OC([H])([H])O2)[N+](=O)[O-],,[H]C(C(=O)OC([H])([H])[H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(c1c([H])c([H])c2c(c1[H])OC([H])([H])O2)[N+](=O)[O-]
1961,1961,7058,[H]C([H])([H])C(=O)OC([H])([H])C1=C(C([H])([H])[H])C([H])([N+](=O)[O-])C([H])([H])C1([H])[H],,[H]C([H])([H])C(=O)OC([H])([H])C1=C(C([H])([H])[H])C([H])([N+](=O)[O-])C([H])([H])C1([H])[H]
1962,1962,7059,[H]c1c([H])c([H])c2c(C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])[H])nc2c1[H],,[H]c1c([H])c([H])c2c(C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])[H])nc2c1[H]
1963,1963,7060,[H]c1nc2c([H])c([H])c([H])c([H])c2c(C(=O)OC2([H])C([H])([H])C3([H])N(C([H])([H])[H])C([H])([H])C2([H])C([H])([H])C3([H])[H])c1[H],,[H]c1nc2c([H])c([H])c([H])c([H])c2c(C(=O)OC2([H])C([H])([H])C3([H])N(C([H])([H])[H])C([H])([H])C2([H])C([H])([H])C3([H])[H])c1[H]
1964,1964,7062,[H]c1nc2c(c([H])c1[N+](=O)[O-])C([H])([H])C([H])([H])N2C([H])([H])[H],,[H]c1nc2c(c([H])c1[N+](=O)[O-])C([H])([H])C([H])([H])N2C([H])([H])[H]
1965,1965,7063,[H]C1([H])C2=C(C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],,[H]C1([H])C2=C(C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
1966,1966,7064,[H]C1=C([H])C([H])([H])C2=C(C1([H])[H])C([H])([H])C([H])([H])C2([H])[H],,[H]C1=C([H])C([H])([H])C2=C(C1([H])[H])C([H])([H])C([H])([H])C2([H])[H]
1967,1967,7065,[H]C1=C(C2=C([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H],,[H]C1=C(C2=C([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H]
1968,1968,7066,[H]C1=C([H])C([H])([H])C2=C(C1([H])[H])C([H])([H])C([H])=C([H])C2([H])[H],,[H]C1=C([H])C([H])([H])C2=C(C1([H])[H])C([H])([H])C([H])=C([H])C2([H])[H]
1969,1969,7067,[H]c1nc([H])c2c(c1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],,[H]c1nc([H])c2c(c1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
1970,1970,7068,[H]c1nc2c(nc1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],,[H]c1nc2c(nc1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
1971,1971,7069,[H]C1=C([H])C([H])([H])C2=C(C1([H])[H])C([H])([H])C1=C(C([H])([H])C([H])=C([H])C1([H])[H])C2([H])[H],,[H]C1=C([H])C([H])([H])C2=C(C1([H])[H])C([H])([H])C1=C(C([H])([H])C([H])=C([H])C1([H])[H])C2([H])[H]
1972,1972,7070,[H]OC([H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],,[H]OC([H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
