,Unnamed: 0,file,smiles
4280,7019,74256,C=1(C(=C(C(=C(C1[H])C2=NN(C(=C2[H])[H])[H])[H])C=3C(=C(N(N3)[H])[H])[H])[H])[H]
4281,7020,10017917,C1(=C(C(=C(C(=C1[H])[H])C(C(O[H])([H])[H])([H])[H])[N+](=O)[O-])[H])C(C([H])([H])[H])=O
4282,7021,20230671,C1(=C(C(=C(C(=C1[H])C(O[H])(C(C(O[H])([H])[H])(OC=2C(=C(C(=C(C2OC([H])([H])[H])[H])[H])[H])[H])[H])[H])[H])OC([H])([H])[H])O[H])[H]
4283,7022,10019390,C1(=C(C=2C(N1C3(C(C(C(O3)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])[H])=NC(=NC2OC([H])([H])[H])N([H])[H])[H])[H]
4284,7023,20246925,C1(=C(C(=C(C(=C1C(=O)[H])O[H])Br)[H])C(C([H])([H])[H])([H])[H])[H]
4285,7024,20182374,C=1(C(=C(N=C(C1[H])[H])[H])[N+]([O-])=O)SC#N
4286,7026,20180208,C1(=C(C(=C(C(=C1C(=O)C(=C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])OC([H])([H])[H])[H])[H])[H])[H])[H])[H]
4287,7030,20122869,C1(C(C(C(C2=C1OC3(C(C2([H])[H])(C(=C(C3([H])[H])[H])C(C([H])([H])[H])(C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])[H])[H])C([H])([H])[H])=O)([H])[H])([H])[H])(O[H])[H]
4288,7032,20217982,C1(C(C(OC(C1([H])[H])(C2=C(C(=C(C(=C2OC([H])([H])[H])[H])O[H])C(=O)C([H])([H])[H])O[H])[H])([H])[H])([H])[H])([H])[H]
4290,7035,20218153,C12(OC(C(=C1C(C(C(C(C(C(C(=C(C(C(C(=C2[H])C([H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])(O[H])[H])(C([H])([H])[H])O[H])([H])[H])([H])[H])C([H])([H])[H])=O)[H]
4291,7037,20026004,C=1(C(=C(C(=C(C1[H])[H])OC([H])([H])[H])[H])[H])N=S2C(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
4293,7039,20212404,C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(C(C(=O)OC([H])([H])[H])(C(C#N)([H])[H])C(C([H])([H])[H])([H])[H])([H])[H]
4294,7041,10024840,C=1(C(=C(C(=C(C1Cl)[H])C(O[H])=O)[H])[H])[H]
4295,7042,20234113,C1(C(C(C(C2=C1C3=C(C(=C2[H])[H])C(=O)OC3=O)([H])[H])([H])[H])([H])[H])=O
4296,7043,10017719,C1(=C2C(=C(C3=C1C(=C(O3)[H])[H])[H])OC(C(=C2[H])[H])=O)OC(C(=O)C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H]
4297,7044,20041150,C=1(C(=C(C(=C(C1C([H])([H])[H])[H])C=2C(=C(C(=C(C2[H])C([H])([H])[H])N([H])[H])C([H])([H])[H])[H])[H])C([H])([H])[H])N([H])[H]
4298,7046,10023970,C=1(C(=C(C(=C(C1[H])[H])[H])[H])[H])S(C2=C(C(=C(C(=C2[H])[H])[H])C#N)[H])(=O)=O
4299,7051,20026314,C1(=NN(C(=N1)[H])C(=C=C([H])[H])[H])[H]
4300,7053,10008638,C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(N(C2(C(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H]
4301,7054,20054820,C1(=C(C(=C(C2=C1C(C(N2[H])=O)([H])[H])[H])[H])Cl)[H]
4302,7055,20246862,C=1(SC(=C(C1[H])[H])[H])C(=C(C(=O)O[H])O[H])[H]
4303,7056,20054376,C=1(C2=C(C(=C(C1[H])[H])[H])C(=O)C3=C(C2=O)C(=C(C(=C3N([H])[H])[H])[H])N([H])[H])[H]
4304,7061,20180939,C=12N3C(C=4N(C1C(=NN2C=5C(=C(C(=C(C5[H])[H])[H])[H])[H])[H])C(=NN4)[H])=C(C(=C3[H])[H])[H]
4305,7063,20212895,C=1(N(C(=C(N1)C(C2(C(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])C(C([H])([H])[H])([H])[H])S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])[H]
4306,7064,20025571,N(C([H])([H])[H])(C([H])([H])[H])C(=O)N([H])[H]
4307,7067,10018065,C1(=C(C(=C(C2=C1SC(=N2)[H])[H])[H])[H])[N+](=O)[O-]
4308,7068,10025252,C1(OC(C(N1C([H])([H])[H])([H])[H])([H])[H])(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H]
4309,7069,20032338,C=1(C(=C(C(=C(C1[H])[H])C(=O)O[H])SC([H])([H])[H])[H])[H]
4310,7071,20204701,C=1(C(=C(N(C(C1C(OC(=O)C([H])([H])[H])(C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])=O)[H])C([H])([H])[H])[H])OC(=O)C([H])([H])[H]
4311,7073,10023241,C1(=C(C(=C(C2=C1C(C(C2([H])[H])([H])[H])=O)C([H])([H])[H])C([H])([H])[H])[H])[H]
4312,7074,20212553,C=1(OC(=C(C1C=2C(=C(C(=C(C2[H])[H])[N+](=O)[O-])[H])[H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H]
4313,7075,20039635,C1(=C(C(=C(C(=C1C(O[H])(C(=O)O[H])[H])[H])[H])O[H])O[H])[H]
4314,7076,10017619,C1(C(=C(C(C2(C1(C(C(C3(C2(OC(C3(C([H])([H])[H])[H])=O)[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])(C([H])([H])[H])O[H])[H])[H])=O
4315,7077,20040348,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])Cl)[H])[H])[H]
4316,7078,10017852,C1(N(N=NN1C([H])([H])[H])C([H])([H])[H])=C(C(=C([H])[H])[H])[H]
4318,7081,10025170,C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])OC([H])([H])[H])[H])[H])([H])[H])[H])[H])O[H])[H])[H]
4319,7084,20227337,C=1(N(N=C(C1C#N)[H])[H])N([H])[H]
4321,7086,20191810,C1(OC(C(C(C1(C#C[H])[H])(O[H])[H])(O[H])[H])(C#C[H])[H])(C(OC(=O)C([H])([H])[H])([H])[H])[H]
4322,7088,30101317,C=1(C(=C(C(C(C1[H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])[H])[H]
4323,7090,20028550,C1(C(C1(C(=O)OC([H])([H])[H])[H])(C(=O)OC([H])([H])[H])[H])([H])[H]
4324,7091,90720,C=1(C2=C(C(=C(C1[N+](=O)[O-])[H])[H])N=C(S2)[H])[H]
4325,7094,20242349,C12(C(C1(C(C(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])(C3(Br)C(C3([H])[H])([H])[H])[H])[H]
4326,7095,20052192,C1(C(C(N(C(C1([H])[H])=C(C#N)[H])C(C(C(Cl)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
4327,7096,20054373,C1(N(C(OC([H])([H])[H])([H])[H])OC(=C1[H])C(=O)OC([H])([H])[H])=O
4328,7097,10007823,C(C(C(C(C(C(C(=C([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
4329,7100,20031235,C=1(C(=C(C(=C(C1N([H])[H])[H])[H])C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])[H])[H]
4331,7104,10009090,C(=C(C(N=C=S)=O)[H])(Cl)[H]
4332,7105,10020145,C(=C(Cl)[H])(Cl)[H]
4333,7106,20212825,C([Si](OC([H])([H])[H])(OC([H])([H])[H])OC([H])([H])[H])(C(C(=O)OC([H])([H])[H])([H])[H])([H])[H]
4335,7110,20182129,C=1(C(=C(C(=C(C1F)F)F)F)F)OC([H])([H])[H]
4336,7112,20035580,C1(=C(C(=C(C(=C1O[H])[H])[H])[H])O[H])C([H])([H])[H]
4338,7119,20026574,C1(=C(C(=C(C2=C1C(C(C2(O[H])[H])(C([H])([H])[H])C([H])([H])[H])=O)C(C([H])([H])[H])(C([H])([H])[H])[H])[H])OC([H])([H])[H])C([H])([H])[H]
4340,7125,10017993,C1(C2(C(C(C(C1([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(C(C3=C2C(=C(C(=C3[H])C(C([H])([H])[H])=O)OC([H])([H])[H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H]
4341,7126,89927,C1(=C(C(=C(C2=C1C3(N(C(=C2[H])[H])C(C(O3)([H])[H])([H])[H])[H])[H])[H])[H])[H]
4342,7128,20230313,C1(C(C(C(C2=C1C(C3(O2)OC(C(C(C3([H])[H])([H])[H])([H])[H])=O)([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])=O
4343,7133,10019385,C1(C=2C(C(=C(N1C3=C(N=C(C(=C3N([H])[H])[H])[H])[H])[H])[H])=NC(=C(C2[H])C(OC(C([H])([H])[H])([H])[H])=O)C([H])([H])[H])=O
4344,7134,88824,C1(=C(C(=C(C2=C1N(C(C(S2)([H])[H])=C(OC([H])([H])[H])C(=O)SC([H])([H])[H])[H])[H])[H])[H])[H]
4345,7135,20218805,C1(=C(C(=NC(=C1C(=C(C([H])([H])[H])[H])[H])[H])C(=O)OC([H])([H])[H])[H])[H]
4346,7136,20039664,C1(=C(C(=C(C(=C1C(=O)N([H])[H])F)[H])[H])[H])F
4347,7140,10009049,C(C(C(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])([H])[H])(N(C(C(C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])(N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])=O)[H])[H])(OC([H])([H])[H])=O
4348,7141,20142281,C1(C2(C3(OC(C1(C4=C(O2)C(C(C(C4=O)([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])(C(O3)([H])[H])[H])[H])O[H])([H])[H]
4349,7142,2336,C=1(C(=C(C2=C(C1[H])C(C3=C(C(=C(C(=C3O[H])O[H])[H])[H])C2=O)=O)[H])[H])[H]
4350,7144,20182184,C1(OC(C(=C1OC([H])([H])[H])[H])=O)(O[H])C(C([H])([H])[H])(C(OC([H])([H])[H])([H])[H])[H]
4351,7146,20172843,O1C2(C(C(C(C(=C3C2(C(=C(C3=O)[H])C([H])([H])[H])[H])C([H])([H])[H])([H])[H])(OC(=O)C(=C(C([H])([H])[H])[H])C([H])([H])[H])[H])(C(C1=O)(OC(=O)C(=C(C([H])([H])[H])[H])C([H])([H])[H])C([H])([H])[H])[H])[H]
4352,7148,20223208,C1(=C(C(=C(C(=C1[H])[H])[H])C([H])([H])[H])Br)O[H]
4353,7149,20243029,C=1(C(=C(C(=C2C1OB(O2)C3=C(C(=C(O3)C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])[H])[H])[H]
4354,7150,20175015,N1(C=2C=3C(C(C1([H])[H])([H])[H])=C(C(=C(C3C=4C(C2O[H])=C(C(=C(C4[H])OC([H])([H])[H])OC([H])([H])[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])C([H])([H])[H]
4355,7151,20142660,C1(C2(C(C(=C1[H])[H])(N2C(C(C(O[H])([H])[H])([H])[H])([H])[H])[H])[H])(O[H])[H]
4356,7152,20249295,C(C1=C(C(=C(C(=C1[H])Br)[H])[H])[N+](=O)[O-])(C(=O)OC([H])([H])[H])([H])[H]
4358,7156,20180379,C1(O[H])(C(C2=C(C(C1(OC(=O)C3=C(C(=C(C(=C3O[H])[H])O[H])[H])C([H])([H])[H])C([H])([H])[H])=O)C(OC(=C2[H])C(=C(C(O[H])([H])[H])[H])[H])([H])[H])([H])[H])[H]
4360,7159,30100926,C=1(C(=C(C(=C(C1C(C(C(Cl)(Cl)Cl)([H])[H])([H])[H])[H])[H])[H])[H])[H]
4361,7160,20050156,C(=C(C(F)(Cl)Cl)[H])(Cl)Cl
4362,7161,20191700,C(=[N+]=[N-])(C(=O)OC(C#C[H])([H])[H])[H]
4363,7163,2477,C1(C(C(C(=C(C1=O)[H])C([H])([H])[H])(C(=C(C(=C(C(O[H])=O)[H])C([H])([H])[H])[H])[H])O[H])(C([H])([H])[H])C([H])([H])[H])([H])[H]
4365,7168,10024481,C(C(O[H])(C(Br)([H])[H])[H])([H])([H])[H]
4366,7170,20218720,C(#CC(OC(C(OC(C(OS(C=1C(=C(C(=C(C1[H])[H])C([H])([H])[H])[H])[H])(=O)=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H]
4367,7171,20182026,C1(C(C(OC(=C1[H])[H])(C([H])([H])[H])C(=O)OC(C([H])([H])[H])([H])[H])([H])[H])=O
4369,7174,20182582,C1=2C=3C(C(N(C1(C(O[H])(C(C(C2[H])(O[H])[H])(O[H])[H])[H])[H])[H])=O)=C(C4=C(C3[H])OC(O4)([H])[H])[H]
4370,7177,20182113,C1(=C(C(=C(C2=C1C(C(C2([H])[H])(F)F)(F)F)[H])Br)[H])[H]
4371,7178,20180194,C1(N(C(C(C(N1C([H])([H])[H])=O)([H])[H])=O)C([H])([H])[H])=O
4372,7179,76121,C([Tl](C([H])([H])[H])O[N+](=O)[O-])([H])([H])[H]
4373,7180,30100169,C1(S(C(=C(OC1([H])[H])C([H])([H])[H])[H])=O)([H])[H]
4374,7182,20233871,C1(=C(C(=C(C(=C1C(O[H])(C(C([H])([H])[H])(OC2=C(C(=C(C(=C2[H])[H])C(=C(C([H])([H])[H])[H])[H])[H])[H])[H])[H])[H])[H])O[H])[H])[H]
4375,7185,20032412,C1(=C(C(=C(N=C1F)F)Cl)[H])Cl
4377,7189,10006089,C(C(OC1=C(C(=C(C(=C1[H])[H])[H])[H])[H])([H])[H])(O[H])([H])[H]
4379,7192,20230028,C1(=C(C(=C(C(=C1C(C(C2=C(C(=C(C(=C2[H])OC([H])([H])[H])O[H])[H])[H])(C(O[H])([H])[H])[H])([H])[H])[H])[H])O[H])OC([H])([H])[H])[H]
4380,7195,20027685,C1(=C(C(=NC(=C1[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])N([H])[H])[H])[H])[H]
4382,7200,10017814,C1(=C(C(=C(C(=C1[H])[H])C(C(C([H])([H])[H])([H])[H])(C(=O)OC(C([H])([H])[H])([H])[H])C(=O)OC(C([H])([H])[H])([H])[H])[H])[H])[H]
4384,7202,10017717,C1(=C2C(=C(C3=C1C(C(O3)(C(OC(=O)C(=C(C([H])([H])[H])C([H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])OC(C(=C2[H])[H])=O)[H]
4385,7206,20180679,C1(C(=C(C(C2(C1(O2)[H])[H])(O[H])[H])[H])C(O[H])([H])[H])=O
4386,7208,10016573,C1(=C(C(=C(C(=C1[H])[H])C(=C(C([H])([H])[H])[H])[H])[H])[H])[H]
4387,7210,20182367,C1(OC2=C(C3(N1N=C(C3([H])[H])C([H])([H])[H])[H])C(=C(C(=C2[H])[H])[H])[H])(C(=O)O[H])[H]
4389,7213,30102094,C1(=C(C(=C(C(=C1[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])[H]
4390,7214,20217973,C=1(SC2=C(C1[H])C(=C(C3=C2C(=C(C(=C3[H])[H])[H])[H])O[H])[H])[H]
4391,7216,20040804,C1(=C(C(=C(C(=C1C([H])([H])[H])[H])OC([H])([H])[H])O[H])OC([H])([H])[H])[H]
4392,7218,75714,C1(=C(C(=C(C(=C1C(=O)OC(C([H])([H])[H])([H])[H])[H])[H])N(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H]
4393,7219,20027132,C1(C(C(C(C1([H])[H])(C([H])([H])[H])[H])(O[H])[H])([H])[H])([H])[H]
4394,7220,2229,C1(=C(C(=C(C(=N1)[H])[H])[H])[H])C2=C(C(=C(N2C(=C([H])[H])[H])[H])[H])[H]
4395,7221,10019066,C=1(C(=C(N2C(C1[H])=C(C(N(C2=O)[H])=O)C3=C(C(=C(C(=C3OC([H])([H])[H])[H])[H])[H])[H])[H])[H])[H]
4398,7224,20097598,C(C(C(C(=O)O[H])([H])[H])(C(=O)O[H])[H])([H])([H])[H]
4399,7225,20026111,C1(=C(C(=C(C(=C1[N+]([O-])=O)OC([H])([H])[H])O[H])[H])[H])C(=O)[H]
4400,7226,10016792,FC(C(=O)O[H])(F)F
4402,7229,20226971,C1(OC(C(N1[H])(C(O[H])([H])[H])C([H])([H])[H])(C([H])([H])[H])[H])=O
4403,7230,10019035,C1(C(C(C(C2(C1(C3=C(C(C2([H])[H])([H])[H])C(C(C3([H])[H])([H])[H])=O)C([H])([H])[H])[H])(C([H])([H])[H])C(OC([H])([H])[H])=O)([H])[H])([H])[H])([H])[H]
4404,7231,20179989,C1(=NC(=C(N=C1[H])N=C=S)C(=O)OC([H])([H])[H])[H]
4405,7233,20045941,C1(=NN=C(N1N([H])[H])C2=C(C(=C(C(=C2[H])[H])C([H])([H])[H])[H])[H])C=3C(=C(C(=C(C3[H])[H])C([H])([H])[H])[H])[H]
4406,7234,20030855,C1(C(C(C(C1([H])[H])(C([H])([H])[H])[H])(C([H])([H])[H])[H])([H])[H])=O
4407,7235,4419,C=1(C(=C(C=2OC(C(=C(C2C1[H])[H])[H])(C(C(C(=C(C([H])([H])[H])C(C(C(=C(C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C(O[H])=O)[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])O[H]
4408,7236,20212614,C1(=C(C(=C(C(=C1S(=O)(=O)N=C(Cl)C(Cl)(Cl)Cl)[H])[H])[H])[H])[H]
4409,7237,10025229,C1(OC(C(S1)([H])[H])([H])[H])([H])[H]
4410,7239,20039644,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])F)[H])[H])[H])F
4411,7242,10022818,C=1(N(C(=C(C1[H])[H])[H])[H])C(=O)OC(C([H])([H])[H])([H])[H]
4412,7244,20145079,C=1(C(=C(C(=C(C1F)[H])Br)[H])F)[H]
4414,7247,10016642,C(C(C(C(Cl)([H])[H])([H])[H])([H])[H])(O[H])([H])[H]
4415,7248,89198,C1(=C(C(=C(C2=C1N(C(S2)=C(C(=O)C([H])([H])[H])C(=O)OC([H])([H])[H])[H])[H])[H])[H])[H]
4416,7249,20181315,C1(C(C(C(=C(C1(C(C(C(O[H])(C([H])([H])[H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])[H])=O)([H])[H])(C([H])([H])[H])C([H])([H])[H]
4417,7252,10017679,C1(=C(C(=C2C(=C1[H])C(C3(C4(C2(C(C(C(=C4[H])OC([H])([H])[H])=O)([H])[H])C(C(N3C([H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])O[H])OC([H])([H])[H])[H]
4418,7253,20224211,C1(=C(C(=C(C(=C1N(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])N([H])[H])[H]
4419,7254,20182059,C1(=C(C2=C(C3=C1C(C(C3([H])[H])([H])[H])([H])[H])C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])[H]
4420,7256,10016841,C(C(C(C([H])([H])[H])(C(OC([H])([H])[H])=O)[H])(OC([H])([H])[H])[H])([H])([H])[H]
4421,7258,10024501,C(Cl)(C(Br)(C(Cl)([H])[H])[H])([H])[H]
4422,7259,10016903,C(=O)(N([H])[H])N([H])[H]
4425,7263,74922,C12=C(C(=C(C3=C1C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])C(=C(C(=C2[H])[H])[H])[H]
4427,7267,20052531,C1(C(OC(C(N1C(=C(C(=O)C(F)(F)F)[H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
4428,7268,75787,C(OC([H])([H])[H])(OC(C(Cl)([H])[H])(C(Cl)([H])[H])[H])([H])[H]
4431,7273,7691,C1(=C(C(=C2C(=C1[H])OC(=C(C2=O)C3=C(C(=C(C(=C3[H])[H])O[H])C(=O)[H])[H])[H])O[H])[H])O[H]
4432,7274,20122789,C1(C(C(C(C(C1=O)(I)[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H]
4433,7275,20212486,C1(C(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])(N1C(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])(Br)[H])([H])[H]
4434,7277,10019364,C12(C(=C(C(C3(C1(C(=C(C3([H])[H])[H])[H])[H])[H])(C2([H])[H])[H])[H])[H])[H]
4435,7282,20054725,C=1(C2=C(C(=C(C1[H])[H])[H])C(C3=C(C2=O)C(=C(C(=C3[H])OC([H])([H])[H])C(=O)[H])OC([H])([H])[H])=O)[H]
4436,7283,10023535,C1(=C(C(=C(C(=C1[H])[H])N([H])[H])Cl)[H])Cl
4437,7284,10016191,C1(=C(C(=C(C2=C1OC(O2)([H])[H])[H])[H])[H])[H]
4438,7286,20040816,C=1(N(C(=C(C1[H])[H])[H])C=2C(=C(C(=C(C2[H])[H])[H])[H])F)[H]
4439,7287,20237255,C12(C(C(C(C(C1(O[H])[H])([H])[H])(C(OC([H])([H])[H])=O)N2C(OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)([H])[H])([H])[H])[H]
4440,7290,20050924,C1(S(OC(C(F)(F)F)([H])[H])(=O)=N[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C(C(=C(C(=C1[H])[H])[H])[H])[H]
4441,7291,10016390,C12(C3(C(C(C1([H])[H])(C4(C2(C4([H])[H])[H])[H])[H])(C3([H])[H])[H])[H])[H]
4442,7292,20044867,C1(=C(C(=C(C(=C1N=C=O)[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
4443,7295,20142253,C(C(C#C[H])([H])[H])(C(C#C[H])([H])[H])(C(O[H])([H])[H])C(O[H])([H])[H]
4446,7304,20026652,C1(ON=C(C1=C2C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])=O
4447,7305,76918,C1(OC(C2=C1C(=C(C(=N2)[H])[H])[H])(Cl)C([H])([H])[H])=O
4448,7307,10018170,C1(=C(C(N(C(=O)N1C2=C(C(=C(C(=C2[H])[H])Cl)[H])[H])[H])=O)Br)[H]
4451,7315,10016090,C1(C(C([N+](C(C1([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H]
4452,7316,20242392,C1(OC(C(=C1C(F)(F)F)[H])(C2=C(C(=C(C(=C2[H])[H])C([H])([H])[H])[H])[H])C=3C(=C(SC3C([H])([H])[H])[H])[H])=O
4453,7317,20096435,C(OC=1C(=C(C(=C(C(C(=C([H])[H])[H])([H])[H])C1[H])[H])[H])OC(C([H])([H])[H])=O)([H])([H])[H]
4454,7319,10005658,C123C(=C(C(=C(C1(C(C(C2([H])[H])([H])[H])([H])[H])C3([H])[H])[H])[H])[H])[H]
4455,7322,20026781,C1(C(=C(C(C(C(C(C1([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])=O
4456,7323,30100211,C1(C(N2C(C1=O)(C(OC2(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])C(=O)OC([H])([H])[H])=O)([H])[H]
4457,7324,10016679,C(C(C(C(SC(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
4458,7325,20242158,C(#CC(=O)C(=O)OC(C([H])([H])[H])([H])[H])C(=O)OC(C([H])([H])[H])([H])[H]
4459,7326,20181626,C1(=NC(=C(C2=C1C(C(C(N2[H])=O)([H])[H])(C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])[H])C#N)Br)N([H])[H]
4460,7327,89649,C1(OP(OC1([H])[H])Cl)([H])[H]
4461,7330,20032374,C(C(C(C(C(O[H])=O)([H])[H])([H])[H])=O)(Cl)(Cl)[H]
4462,7331,20026164,C=1(OC(=C(C1[H])[H])C#N)[H]
4463,7332,20039622,C1(=C(C(=C(C(=C1C(O[H])=O)N([H])[H])[H])F)[H])[H]
4464,7334,10008869,C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])=O
4465,7335,10024511,C(C(=C(C(Br)([H])[H])[H])[H])([H])([H])[H]
4466,7336,20181913,C1(=NN(C(=C1[H])[H])[H])C2=C(C(=C(C(=C2O[H])[H])[H])[H])[H]
4467,7342,10023418,C1(=C(C2=C3C(=C1[H])C(=C(C4=C3C(=C(C(=C4[H])[H])[H])C(=C2[H])[H])[H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H]
4468,7344,20026208,C1(=C(C(=C(C2=C1C(C3=C(C2=O)C4=C(O3)C(=C(O4)[H])C(O[H])([H])[H])=O)[H])[H])[H])[H]
4469,7346,20145472,C1(C(=C(C(C(=C1N([H])[H])Cl)=O)N([H])[H])Cl)=O
4470,7348,10018920,C=1(C(=C(C(=C2C1OC3=C(C2=O)C4=C(O3)C(=C(C(=C4[H])[H])O[H])[H])O[H])[H])O[H])[H]
4471,7351,20054465,C=1(N(C([H])([H])[H])N=C(C1C(=O)OC(C([H])([H])[H])([H])[H])[H])C#N
4472,7352,20246889,C1(=C(C(=C(C(=C1[H])[H])C2=C(C(=C(C(=C2C(=C(Br)Br)[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])OC([H])([H])[H])[H]
4473,7354,20044439,C1(=C(C(=C(C(=C1[H])Br)[H])C(F)(F)F)[H])[H]
4474,7355,20025798,C=12N=C(N(C(C1SN=C2C3(OC(C(C3(O[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])[H])=O)[H])N([H])[H]
4475,7358,20145455,C1(C(=C(C(C(=C1C([H])([H])[H])Cl)=O)Cl)C([H])([H])[H])=O
4476,7364,20025791,C1(C(=NN=C2N1N(C(=N2)[H])C([H])([H])[H])[H])=O
4477,7365,10005704,C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(N([H])[H])([H])[H]
4478,7366,20213160,C1(=C(C(=C(C2=C1C(C(=C(C2=O)[H])C(C(C([H])([H])[H])(O[H])[H])([H])[H])=O)OC([H])([H])[H])[H])[H])[H]
4479,7367,20237279,C(=C(F)C(C(C(=O)N(C([H])([H])[H])[H])(N([H])[H])[H])([H])[H])([H])[H]
4480,7369,10016181,N1(C(C(C(C1=O)([H])[H])([H])[H])=O)[H]
4483,7375,10019499,C=12C(=C(C(=C(C1C(=NC(C2([H])[H])(C([H])([H])[H])[H])C([H])([H])[H])OC([H])([H])[H])[H])O[H])C=3C4=C(C(=C(C(=C4[H])C([H])([H])[H])[H])O[H])C(=C(C3[H])[H])OC([H])([H])[H]
4484,7377,20191852,C1(=C(C(=C(C2=C1C(=C(N2[H])[H])C(C(N3C(C(C(C(=C3[H])[H])=O)([H])[H])([H])[H])(C(=O)OC([H])([H])[H])[H])([H])[H])[H])[H])[H])[H]
4485,7378,20044918,C(Br)(C#N)([H])[H]
4486,7379,20237291,C1(C(C(C2(C(C1([H])[H])([H])[H])OC(C(=C2O[H])C(C([H])([H])[H])(C(OC(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])(C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])[H])[H])=O)([H])[H])([H])[H])([H])[H]
