,File_name,SMILES,sugar,solvent_class,Molecular_Weight,Num_Atoms,MW class
184,03533.csv,[H]OC(=O)[C@@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@@]1([H])O[C@@]2(O[H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]([H])(C([H])([H])C([H])([H])[C@@]4([H])C([H])([H])C5=C(N([H])C6=C5C([H])=C5C7=C([H])C(OC(C([H])([H])[H])(C([H])([H])[H])[C@@]7([H])[C@]([H])(O[H])C5=C6C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]34C([H])([H])[H])[C@]2(C([H])([H])[H])C1([H])[H],0,2,701.945,110,medium
185,04119.csv,[H]OC(=O)[C@]([H])(N1C(=O)C2=C(C3=C(C(O[H])=C2[H])C([H])([H])[C@@]([H])(O[H])[C@](O3)(C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C1([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],0,1,533.665,78,medium
186,04233.csv,[H]C([H])=C([H])C(C(=O)N([H])C1=C([H])C([H])=C([H])C([H])=C1C(=O)C(\[H])=C1/N([H])C(=O)[C@@]([H])(N([H])C1=O)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0,0,355.394,47,small
187,04647.csv,[H]OC1=C2C(=O)O[C@@]([H])(C2=C([H])C(OC([H])([H])[H])=C1[H])[C@]1([H])O[C@@]2(O[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])=C2[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C1([H])[H],0,2,378.377,49,small
188,04647.csv,[H]OC1=C2C(=O)O[C@@]([H])(C2=C([H])C(OC([H])([H])[H])=C1[H])[C@]1([H])O[C@@]2(O[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])=C2[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C1([H])[H],0,7,378.377,49,small
189,05795.csv,[H]OC1=C([H])C(=C2C(O[C@@]3(OC([H])([H])[C@]([H])(C([H])([H])[H])[C@]3([H])O[H])[C@@]([H])(C([H])([H])[H])C2([H])[H])=C([H])C1=O)C([H])([H])[H],0,2,292.331,41,small
190,05795.csv,[H]OC1=C([H])C(=C2C(O[C@@]3(OC([H])([H])[C@]([H])(C([H])([H])[H])[C@]3([H])O[H])[C@@]([H])(C([H])([H])[H])C2([H])[H])=C([H])C1=O)C([H])([H])[H],0,0,292.331,41,small
191,06094.csv,[H]O[C@]([H])(C(\[H])=C(/[H])\C(=C(\[H])C(=O)C1=C([H])C([H])=C([H])N1[H])\C([H])([H])[H])[C@@]1(O[C@]([H])(C([H])([H])C1([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0,5,333.428,51,small
192,19773.csv,[H]OC1=C([H])C2=C(C3=C1C1=C(O[H])C([H])=C([H])C([H])=C1C3=O)[C@@]([H])(O[H])[C@]1([H])O[C@@]1(C2=O)C([H])([H])[H],0,0,324.288,36,small
193,19773.csv,[H]OC1=C([H])C2=C(C3=C1C1=C(O[H])C([H])=C([H])C([H])=C1C3=O)[C@@]([H])(O[H])[C@]1([H])O[C@@]1(C2=O)C([H])([H])[H],0,5,324.288,36,small
194,08924.csv,[H]N1C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]2([H])N(C(=O)[C@@]([H])(OC(=O)C([H])([H])C1([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0,2,669.864,103,medium
195,08924.csv,[H]N1C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]2([H])N(C(=O)[C@@]([H])(OC(=O)C([H])([H])C1([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0,1,669.864,103,medium
196,08848.csv,[H]O[C@@]([H])(C1=C(N([H])C2=C(C(=C([H])C([H])=C12)C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C(C([H])=C([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]1([H])N([H])C(=O)[C@@]([H])(N([H])C1=O)C([H])([H])[H],0,0,477.649,74,small
197,13434.csv,[H]OC1=C([H])C(OC2=C([H])C(O[C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(OC([H])([H])[H])[C@]([H])(O[H])[C@@]3([H])O[H])=C([H])C(=C2[H])C([H])([H])[H])=C([H])C(=C1[H])C([H])([H])[H],1,2,406.431,55,small
198,13434.csv,[H]OC1=C([H])C(OC2=C([H])C(O[C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(OC([H])([H])[H])[C@]([H])(O[H])[C@@]3([H])O[H])=C([H])C(=C2[H])C([H])([H])[H])=C([H])C(=C1[H])C([H])([H])[H],1,7,406.431,55,small
199,08935.csv,[H]OC(=O)C1=C(O[H])C([H])=C([H])C([H])=C1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0,0,292.419,49,small
200,01572.csv,[H]C1=C([H])C2=NN=C3C([H])=C([H])C([H])=C(OC([H])([H])[H])C3=C2C(OC([H])([H])[H])=C1[H],0,0,240.262,30,small
201,15015.csv,[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])[C@]1([H])C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)O[C@]1([H])C([H])([H])[H])C([H])([H])C1=C([H])N([H])C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])C1=C([H])N([H])C2=C([H])C([H])=C([H])C([H])=C12,0,1,662.747,87,medium
202,21023.csv,[H]O[C@@]1([H])\C([H])=C([H])/C([H])([H])[C@]([H])(O[H])C([H])([H])C([H])([H])C(=O)O[C@@]1([H])C([H])([H])[H],0,0,200.234,30,small
203,21004.csv,[H]OC1=C([H])C(=C(C(=O)C2=C3C4=C(C(OC([H])([H])[H])=C([H])C(O[H])=C4[H])C(=O)C4=C3C(OC2=O)=C(C([H])=C4O[H])C([H])([H])[H])C(O[H])=C1[H])C([H])([H])[H],0,1,474.421,53,small
204,21056.csv,[H]OC1=C2C(=O)C3=C(C([H])=C(O[C@]3([H])O[H])C([H])([H])[H])C(=O)C2=C([H])C(OC([H])([H])[H])=C1[H],0,0,288.255,33,small
205,21056.csv,[H]OC1=C2C(=O)C3=C(C([H])=C(O[C@]3([H])O[H])C([H])([H])[H])C(=O)C2=C([H])C(OC([H])([H])[H])=C1[H],0,2,288.255,33,small
206,15344.csv,[H]O[C@@]1([H])O[C@@]([H])(C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C3=C(C([H])([H])C([H])([H])[C@]12C([H])([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])C([H])([H])C3([H])[H])C([H])([H])[H],0,6,458.727,83,small
207,21973.csv,[H]OC(=O)C(\[H])=C(/[H])\C(\OC([H])([H])[H])=C(/[H])\C(=C(/[H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]2(O[H])O[C@]3([H])C(=C([H])C(=O)[C@]4([H])O[C@]34[H])[C@@]12[H])\C([H])([H])[H],0,0,388.416,52,small
208,15596.csv,[H]O[C@@]12OC([H])([H])[C@@]([H])(C1=O)[C@]1([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])C(=C([H])[H])C2([H])[H],0,1,250.338,40,small
209,21400.csv,[H]O[C@]([H])(C([H])([H])C(=C([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C3=C(C([H])([H])C([H])([H])[C@]12C([H])([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)[C@@]([H])(C([H])([H])[H])[C@]1([H])C([H])([H])C3([H])[H])C([H])([H])[H],0,0,440.712,80,small
210,23073.csv,[H]OC([H])([H])[C@]1(O[H])OC([H])([H])C([H])([H])C1([H])[H],0,0,118.132,18,small
211,16209.csv,[H]O[C@]1([H])\C(=C(\[H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C2=C(C(=O)C([H])([H])C(O2)(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]1([H])O[H],0,2,278.348,42,small
212,16210.csv,[H]O[C@]1([H])\C(=C(/[H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C2=C(C(=O)C([H])([H])C(O2)(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]1([H])O[H],0,2,278.348,42,small
213,16151.csv,[H]O[C@@]1([H])C([H])=C([H])C(=O)[C@@]2(O[C@]12[H])C#CC([H])=C([H])[H],0,0,176.171,21,small
214,16151.csv,[H]O[C@@]1([H])C([H])=C([H])C(=O)[C@@]2(O[C@]12[H])C#CC([H])=C([H])[H],0,5,176.171,21,small
215,16182.csv,[H]OC1=C2C(=O)C3=C4C(OC([H])([H])[C@]([H])(C(=C([H])[H])C([H])([H])[H])[C@@]4([H])O[H])=C(C([H])=C3OC2=C(C([H])=C1[H])C([H])([H])C(C([H])=O)(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0,0,422.477,57,small
216,23097.csv,[H]OC1=C(C(OC([H])([H])[H])=C([H])C2=C1C(=O)C([H])=C(C2=O)C([H])([H])[H])C1=C(OC([H])([H])[H])C([H])=C2C([H])=C3C(C(=O)O[C@]([H])(C([H])([H])[H])C3([H])[H])=C(O[H])C2=C1O[H],0,0,490.464,58,small
217,21900.csv,[H]C([H])=C([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]12C3=C([H])C([H])=C([H])C([H])=C3N(C(=O)C([H])([H])[H])[C@@]1([H])N1C(=O)[C@@]([H])(N([H])C(=O)[C@]1([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0,0,395.503,58,small
218,16362.csv,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(OC([H])([H])[C@]([H])(N([H])C(=O)[C@]([H])(O[H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(O[H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],1,1,740.076,129,medium
219,16431.csv,[H]OC([H])([H])C1=C([H])C([H])=C(OC([H])([H])[C@@]([H])(O[H])C#C[H])C([H])=C1[H],0,2,192.214,26,small
220,16839.csv,[H]OC(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])C(=O)[C@@]1(N=C(OC1([H])[H])C1=C([H])N(C2=C([H])C(Cl)=C([H])C(O[H])=C12)C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H],0,1,466.878,55,small
221,23578.csv,[H]OC1=C([H])C([H])=C([H])C(O[H])=C1C1=C2C(=C([H])O1)[C@@]([H])(O[H])[C@]([H])(C([H])([H])[H])C([H])([H])C2=O,0,2,274.272,34,small
222,17198.csv,[H]N(C(=O)C(\[H])=C(/[H])C([H])=C([H])C(\[H])=C(/[H])C([H])([H])[H])[C@]1([H])C(=O)N([H])[C@]([H])(C(=O)N(C([H])([H])[H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0,0,418.538,64,small
223,17198.csv,[H]N(C(=O)C(\[H])=C(/[H])C([H])=C([H])C(\[H])=C(/[H])C([H])([H])[H])[C@]1([H])C(=O)N([H])[C@]([H])(C(=O)N(C([H])([H])[H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0,5,418.538,64,small
224,24524.csv,[H]OC1=C2C(O[H])=C3C(=O)[C@@]4([H])C(=C([H])[C@@]3(C([H])([H])C3=C4C(O[H])=C4C(O[H])=C5C(=O)C([H])([H])C([H])([H])[C@@]([H])(O[H])[C@]5(OC4=C3[H])C(=O)OC([H])([H])[H])[C@]([H])(OC(=O)C([H])([H])[H])C2=C([H])C([H])=C1[H])C([H])([H])[H],0,0,616.575,73,medium
225,24427.csv,[H]OC1=C([H])C([H])=C(C([H])=C1[H])C1=C(C(=O)OC1=O)C([H])([H])C1=C([H])C([H])=C(O[H])C(=C1[H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],0,2,364.397,47,small
226,17667.csv,[H]OC1=C([H])C([H])=C([H])C([H])=C1C1=N[C@@]([H])(C([H])([H])O[H])[C@@]([H])(S1)C([H])([H])[H],0,0,223.297,28,small
227,25282.csv,[H]OC1=C2C(=O)C3=C([H])C([H])=C(C(O[H])=C3C(=O)C2=C([H])C2=C1C([H])([H])[C@@](O[H])(C([H])([H])[H])C([H])([H])C2=O)[C@@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[C@]2([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[C@]3([H])O[C@@]([H])(C(=O)C([H])([H])C3([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])[C@]([H])(O[H])C1([H])[H],0,0,694.73,92,medium
228,25266.csv,[H]OC(=O)C1=C2N=C3C([H])=C([H])C([H])=C(O[C@]4([H])O[C@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]4([H])O[H])C3=NC2=C([H])C([H])=C1[H],0,5,386.36,46,small
229,25002.csv,[H]N1C([H])=C([H])C2=C1C(=NC1=C([H])C([H])=C([H])C([H])=C21)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0,2,224.307,33,small
230,18239.csv,[H]OC([H])([H])C(=C([H])[H])[C@@]12O[C@]1([H])[C@]1(C(=C([H])C2=O)[C@]([H])(OC(=O)[C@](O[H])(C([H])([H])O[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H])C([H])([H])[H],0,0,480.598,74,small
231,18035.csv,[H]OC([H])([H])[C@]1([H])N([H])C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])N([H])C(=O)[C@]([H])(N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])N([H])C(=O)[C@]([H])(N(C(=O)[C@@]([H])(N([H])C1=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0,1,1401.713,211,large
232,18335.csv,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])C(\[H])=C(/C([H])([H])[H])[C@]([H])(OC(=O)C([H])([H])[H])C([H])([H])C(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])[C@]([H])(O[H])C([H])([H])O[H],1,6,460.564,72,small
233,28380.csv,[H]O[C@]1([H])C2=C([H])[C@](C([H])=C([H])[H])(C([H])([H])[H])C([H])([H])C(=O)[C@]2(O[H])[C@@]23C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]2(C(=O)O[C@]1([H])[C@]32[H])C([H])([H])[H],0,5,344.407,49,small
234,25581.csv,[H]OC1=C2C(=C([H])C([H])=C1[H])C(=O)[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]2([H])O[H],0,5,262.349,41,small
235,18523.csv,[H]N(C(=O)C1=C([H])C2=C(N([H])C3=C([H])C([H])=C([H])C([H])=C23)C(=N1)C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],0,0,357.413,46,small
236,18540.csv,[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])OC([H])([H])[C@]([H])(C([H])([H])C1([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C3=C([H])C([H])([H])[C@@]4([H])C(C(=O)C([H])([H])C([H])([H])[C@@]4(C3=C([H])C([H])([H])[C@]12C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0,0,454.695,79,small
237,18541.csv,[H]O[C@@]1([H])C2=C(C([H])([H])C([H])([H])[C@]3([H])[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(OC(=O)C([H])([H])[H])C3(C([H])([H])[H])C([H])([H])[H])[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])([C@]3([H])C([H])([H])O[C@]([H])(C([H])([H])C3([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])[C@@]2(C([H])([H])[H])C1([H])[H],0,0,516.763,89,medium
238,18999.csv,[H]OC(=O)[C@]1(C([H])([H])[H])C([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2(C([H])([H])[H])[C@]3([H])C([H])([H])C([H])([H])[C@@]4([H])C(=C([H])[H])C(=O)[C@@]3(C4([H])[H])[C@@]([H])(O[H])C([H])([H])[C@]12[H],0,0,364.438,54,small
239,18938.csv,[H]OC1=C2C(=O)C3=C(OC2=C([H])C([H])=C1[H])C([H])([H])[C@@](O[H])(C([H])([H])[H])[C@@]([H])(O[H])[C@@]3([H])C(=O)OC([H])([H])[H],0,2,320.297,39,small
240,19177.csv,[H]O[C@]([H])(C([H])([H])[H])[C@]1([H])N([H])C(=O)C([H])([H])[C@]([H])(OC(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])C(=O)[C@]2([H])N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C1=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(OC([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0,6,1146.651,196,large
241,19217.csv,[H]OC1=C2C(=O)OC(=C(C2=C(C(OC([H])([H])[H])=C1[H])C([H])([H])[H])C([H])([H])O[H])C([H])([H])O[H],0,2,266.249,33,small
242,19255.csv,[H]OC1=C2C(=O)C(OC([H])([H])[H])=C([H])C(=O)C2=C([H])C2=C1C([H])([H])[C@@](O[H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]2([H])O[H],0,1,320.297,39,small
243,19612.csv,[H]OC(=O)[C@]([H])(N(C(=O)[C@@]1([H])N(C(=O)[C@]([H])(N([H])C(=O)[C@]([H])(O[H])C([H])([H])C2=C([H])C([H])=C(O[H])C([H])=C2[H])C([H])([H])C([H])([H])C2=C([H])C([H])=C(O[H])C([H])=C2[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],0,1,612.724,88,medium
244,19772.csv,[H]OC1=C([H])C2=C(C([H])=C([H])[C@](O[H])(C2=O)C([H])([H])[H])C2=C1C1=C(O[H])C([H])=C([H])C([H])=C1C2=O,0,1,308.289,35,small
245,19935.csv,[H]OC1=C(Cl)C([H])=C(C([H])=C1Br)C([H])([H])[C@@]([H])(O[H])C(=O)N([H])[C@@]([H])(C(=O)N1[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N=C(N([H])[H])N([H])[H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@]12[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0,1,688.064,87,medium
246,29814.csv,[H]OC1=C(OC([H])([H])[H])C(OC([H])([H])[H])=C2C(=O)[C@@](O[H])(OC2=C1C1=C(O[H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C2=C1O[C@@](O[H])(C2=O)C([H])([H])[H])C([H])([H])[H],0,0,478.406,56,small
247,29793.csv,[H]O[C@@]1([H])[C@]([H])(OC2=C([H])C([H])=C([H])C3=NC4=C(O[C@]5([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]5([H])O[H])C([H])=C([H])C([H])=C4N=C23)O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]1([H])O[H],0,5,504.492,64,medium
248,28075.csv,[H]O[C@]1([H])C([H])([H])\C2=C(C([H])([H])[H])\C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])[C@]([H])(O[H])[C@@]2([H])[C@@]1([H])C([H])([H])[H],0,0,374.609,69,small
249,28075.csv,[H]O[C@]1([H])C([H])([H])\C2=C(C([H])([H])[H])\C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])[C@]([H])(O[H])[C@@]2([H])[C@@]1([H])C([H])([H])[H],0,5,374.609,69,small
250,30486.csv,[H]O[C@]1([H])C(=C([H])C(=O)[C@@](O[H])(C([H])([H])[H])[C@]1([H])Cl)[C@]1([H])O[C@]1([H])C(O[H])(C([H])([H])[H])C([H])([H])[H],0,0,276.716,35,small
251,28623.csv,[H]OC(=O)C([H])([H])C([H])([H])C(=O)O[C@]1([H])\C([H])=C([H])/[C@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(OC(=O)C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0,0,400.468,60,small
252,29442.csv,[H]O[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]2(O[H])C([H])([H])C([H])([H])[C@@]3([H])C([H])([H])[C@@]12[C@](O[H])(C([H])([H])[H])C3(C([H])([H])[H])C([H])([H])[H],0,5,254.37,44,small
253,27531.csv,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])[C@]1([H])OC([H])([H])C2=C(OC(=O)C([H])=C2OC([H])([H])[H])C1([H])[H],0,0,240.255,33,small
254,24650.csv,[H]OC(O[H])(C1=C(\C([H])=C(/[H])C([H])=C([H])C([H])([H])[H])C(=O)OC1([H])[H])C([H])([H])[H],0,0,210.229,29,small
255,00039.csv,[H]OC(=O)[C@]1(C([H])([H])[H])[C@@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]2([H])O[H])[C@@]([H])(O[H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]1([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])[C@]2([H])C([H])([H])C([H])=C2[C@]3([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3(C(=O)O[C@]3([H])O[C@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]3([H])O[C@]3([H])O[C@]([H])(C([H])([H])[H])[C@]([H])(O[C@]4([H])OC([H])([H])[C@@]([H])(O[C@]5([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]5([H])O[H])[C@@]([H])(O[C@]5([H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]5([H])O[H])[C@@]4([H])O[H])[C@@]([H])(O[H])[C@@]3([H])O[H])C([H])([H])C([H])([H])[C@@]12C([H])([H])O[H],1,6,1399.487,199,large
256,00232.csv,[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])\C([H])=C2/C(=O)O[C@@]1([H])\C([H])=C(/C([H])([H])C([H])([H])\C(=C([H])/C([H])([H])C2([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0,0,318.457,53,small
257,00254.csv,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@](C([H])([H])[H])(C([H])([H])C(\[H])=C(\C([H])=C([H])[H])C([H])([H])[H])[C@]2([H])C([H])([H])[C@]([H])(OC(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C3[C@@]([H])(OC(=O)C([H])([H])[H])O[C@@]([H])(OC(=O)C([H])([H])[H])[C@@]123,0,0,504.62,76,medium
258,00263.csv,[H]C([H])=C([H])C(=C(/[H])C([H])([H])[C@@]1(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]23C(=C([H])[C@]([H])(OC(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[C@]12[H])[C@]([H])(OC(=O)C([H])([H])[H])O[C@]3([H])OC(=O)C([H])([H])[H])\C([H])([H])[H],0,0,502.648,78,medium
